Metagenome,MAG_ID,BGC_ID,class,Predicted product,TPM,Domain,Phylum,Class,Order,Family,Genus,Species
M33,Barite_M33_B110,FEKFMOAO_372.region001,NRP,NRPS-like,178.4327138,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B110,FEKFMOAO_314.region001,Polyketide,hglE-KS,40.98542973,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B112,NPLDDKJN_201.region001,Polyketide,T3PKS,2856.13598,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_692.region001,Other,arylpolyene,206.9163869,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_577.region001,Other,arylpolyene,200.4471396,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_303.region001,Other,phosphonate,185.1867017,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B113,BMEKDGJI_9.region001,RiPP,RiPP-like,3745.540525,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B113,BMEKDGJI_3.region001,NRP,NRPS-like,2605.004818,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B113,BMEKDGJI_104.region001,Terpene,Terpene generic,2578.134145,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B114,HJEFFHPK_70.region001,RiPP,RiPP-like,1342.350539,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B114,HJEFFHPK_141.region001,Other,arylpolyene,244.7481427,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B115,BIPDNBCM_163.region001,RiPP,lanthipeptide,66.63542255,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
M33,Barite_M33_B13,DOFEOPKJ_456.region001,RiPP,RRE-containing,429.5530244,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_368.region001,Other,arylpolyene,270.6475747,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_132.region001,RiPP,RiPP-like,234.6846895,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_58.region001,Terpene,Terpene generic,71.91812981,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B14,DBOFCDMG_77.region001,RiPP,RiPP-like,19901.27472,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M33,Barite_M33_B14,DBOFCDMG_58.region001,RiPP,RRE-containing,17732.22283,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M33,Barite_M33_B17,MANEPPGP_398.region001,Polyketide,T3PKS,123.1470459,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M33,Barite_M33_B17,MANEPPGP_469.region001,NRP,NRPS-like,69.21268945,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M33,Barite_M33_B18,CBFAIEJC_29.region001,Other,hserlactone,208.6599456,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B18,CBFAIEJC_14.region001,Terpene,Terpene generic,133.5414995,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B2,JBFOKAIG_13.region002,RiPP,RiPP-like,913.9090699,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B2,JBFOKAIG_13.region001,Other,hserlactone,592.0219082,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B2,JBFOKAIG_1.region001,Other,betalactone,331.3474021,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B20,NGKECJEJ_235.region001,RiPP,RiPP-like,3285.792747,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
M33,Barite_M33_B20,NGKECJEJ_179.region001,Terpene,Terpene generic,3080.137604,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
M33,Barite_M33_B21,PKDJBPAN_28.region001,Polyketide,T3PKS,2308.25595,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_103.region001,NRP,NRP generic,105.6670225,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_152.region001,NRP,NRP generic,102.7417499,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_95.region001,Terpene,Terpene generic,41.67087677,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_94.region001,RiPP,lanthipeptide,27.9957914,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_55.region001,RiPP,lassopeptide,27.31253928,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_8.region001,Terpene,Terpene generic,8.763753051,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B23,JICMBPMM_86.region001,NRP,CDPS,65186.32438,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_115.region001,RiPP,RiPP-like,35221.75871,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_39.region001,Other,arylpolyene,34701.92349,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_213.region001,NRP,NRP generic,28436.26777,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_2.region001,Hybrid,NRPS:NRPS-like,27158.88871,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_201.region001,RiPP,ranthipeptide,18933.32388,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_48.region001,Terpene,Terpene generic,18335.59388,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_6.region001,RiPP,RiPP-like,12902.79641,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B24,CHKIDLOL_85.region001,RiPP,RiPP-like,370.0562577,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,JAUIEX01,,
M33,Barite_M33_B26,MPHHIGMO_112.region001,Terpene,Terpene generic,535.8143403,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
M33,Barite_M33_B26,MPHHIGMO_88.region001,RiPP,RiPP-like,331.4035464,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
M33,Barite_M33_B28,OEEHPCBC_103.region001,NRP,NRP generic,339.1295053,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_658.region001,Polyketide,T3PKS,111.8662112,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_574.region001,NRP,NRP generic,88.40723483,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_349.region001,Terpene,Terpene generic,61.8476704,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_45.region001,RiPP,RiPP-like,56.77901808,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_59.region001,Terpene,Terpene generic,45.7655441,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B29,NJGHEJCP_31.region001,RiPP,RiPP-like,138.1500425,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_46.region001,Other,hydrogen-cyanide,93.41932663,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_232.region001,RiPP,RiPP-like,73.70201232,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_65.region001,Hybrid,NRPS:NRPS-like:T1PKS,39.58222708,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_235.region001,Hybrid,NRPS:NRPS-like:T1PKS,20.60671528,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B30,COHBHEGN_43.region001,RiPP,RiPP-like,6743.241342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B30,COHBHEGN_38.region001,Other,arylpolyene,5454.840397,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B30,COHBHEGN_65.region001,Hybrid,arylpolyene:betalactone:resorcinol,5001.510183,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B31,ALBGKPPL_355.region001,Other,arylpolyene,524.4130571,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_545.region001,NRP,NRPS-like,410.0660302,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_108.region001,Other,resorcinol,395.9661293,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_86.region001,NRP,NRPS-like,267.0176575,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_221.region001,NRP,NRP generic,239.3965838,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B32,MFEMIGBH_88.region001,RiPP,RiPP-like,457.5423838,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B32,MFEMIGBH_48.region001,RiPP,RiPP-like,289.7417566,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B32,MFEMIGBH_44.region001,RiPP,thiopeptide,262.9701403,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B33,IGGPEIED_17.region001,Terpene,Terpene generic,114.6594038,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B34,NNIJCGEL_242.region001,NRP,NRPS-like,2152.778177,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B34,NNIJCGEL_207.region001,RiPP,RRE-containing,825.838965,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B34,NNIJCGEL_162.region001,Other,hydrogen-cyanide,153.0145284,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_430.region001,RiPP,RiPP-like,2250.463633,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_449.region001,Other,arylpolyene,1081.762285,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_421.region001,NRP,NRPS-like,203.9942253,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B36,KPIBPLGM_272.region001,RiPP,RRE-containing,529.6849103,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_265.region001,Polyketide,T1PKS,365.6818267,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_289.region001,RiPP,RRE-containing,346.2359614,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_307.region001,NRP,NRPS-like,257.3199155,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B37,NKGBANJE_74.region001,RiPP,RiPP-like,119.4703372,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B37,NKGBANJE_51.region001,Other,hserlactone,54.10843032,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B37,NKGBANJE_74.region002,RiPP,LAP,50.13891634,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B38,JMMHIICP_88.region001,NRP,NRP generic,382.9101061,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B38,JMMHIICP_3.region001,RiPP,RiPP-like,314.4535772,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B4,NGHILOBA_106.region001,RiPP,RiPP-like,237.5933531,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_3.region001,RiPP,RiPP-like,204.5800703,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_52.region001,RiPP,RRE-containing,180.3573813,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_38.region001,Hybrid,NRPS:NRPS-like:RRE-containing,127.994497,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B40,PHKBGOOM_464.region001,NRP,NRPS-like,139.1533862,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,,
M33,Barite_M33_B40,PHKBGOOM_31.region001,NRP,NRPS-like,94.42424521,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,,
M33,Barite_M33_B41,BGLBHDLA_141.region001,Polyketide,T3PKS,1223.564516,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
M33,Barite_M33_B42,BMMDGOPI_13.region001,Other,hserlactone,283.9059697,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,JAJRYK01,
M33,Barite_M33_B43,OLHBDDCL_231.region001,Other,phenazine,524.353071,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B43,OLHBDDCL_240.region001,Polyketide,T3PKS,331.0826581,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B43,OLHBDDCL_148.region001,Other,arylpolyene,24.85165301,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B44,OPOFCGAF_16.region001,RiPP,RiPP-like,50.94805345,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B44,OPOFCGAF_4.region001,Terpene,Terpene generic,8.901483009,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B45,MEICBBJD_113.region001,RiPP,RiPP-like,1317.81677,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_38.region001,RiPP,RiPP-like,923.0558202,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_174.region001,RiPP,RiPP-like,819.1647809,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_150.region001,RiPP,RiPP-like,232.874883,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B46,LFFIDLNF_133.region001,RiPP,RiPP-like,4504.047226,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B46,LFFIDLNF_83.region001,RiPP,RRE-containing,884.7762276,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B47,FADKJNDK_61.region001,RiPP,RiPP-like,835.830235,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_20.region001,RiPP,RiPP-like,204.1853821,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_6.region001,RiPP,RiPP-like,157.4807899,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_99.region001,NRP,NRPS-like,127.6305205,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_159.region001,RiPP,redox-cofactor,108.845488,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_149.region001,RiPP,RiPP-like,68.30653032,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B48,AHIPEJFA_18.region001,RiPP,RiPP-like,2060.786169,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B48,AHIPEJFA_117.region001,RiPP,RRE-containing,888.4763988,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B48,AHIPEJFA_201.region001,Other,arylpolyene,141.0879124,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B49,PHLOBIOC_276.region001,RiPP,RRE-containing,57.297187,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,GCA-002726655,
M33,Barite_M33_B49,PHLOBIOC_354.region001,RiPP,RRE-containing,27.37140251,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,GCA-002726655,
M33,Barite_M33_B5,OOHDNELP_196.region001,RiPP,RiPP-like,942.434382,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_226.region001,Terpene,Terpene generic,100.3865349,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_87.region001,RiPP,RiPP-like,86.04560138,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_204.region001,NRP,NRPS-like,77.0437425,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_57.region001,Terpene,Terpene generic,50.36387681,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_149.region001,Terpene,Terpene generic,24.34132698,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B50,GKNHFJHD_56.region001,RiPP,RiPP-like,62.79476419,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,JAHRVQ01,
M33,Barite_M33_B51,FMNJNAMI_117.region001,RiPP,RiPP-like,264.968751,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,
M33,Barite_M33_B51,FMNJNAMI_145.region001,RiPP,thiopeptide,131.5226774,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,
M33,Barite_M33_B51,FMNJNAMI_154.region001,RiPP,RiPP-like,35.09154168,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,
M33,Barite_M33_B52,JCAIBNCO_852.region001,Terpene,Terpene generic,277.146665,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,
M33,Barite_M33_B52,JCAIBNCO_1044.region001,Terpene,Terpene generic,110.5750191,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,
M33,Barite_M33_B52,JCAIBNCO_599.region001,Terpene,Terpene generic,92.88523419,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,
M33,Barite_M33_B53,CPPAPOMF_362.region001,RiPP,RiPP-like,544.9911817,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,JAOARK01,
M33,Barite_M33_B55,CFPHHOAB_73.region001,Other,arylpolyene,1928.682365,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,JAGQZY01,JAGQZY01,
M33,Barite_M33_B56,ENICKNPH_54.region001,RiPP,RiPP-like,159.4112995,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M33,Barite_M33_B56,ENICKNPH_42.region001,Hybrid,arylpolyene:resorcinol,107.6546849,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M33,Barite_M33_B56,ENICKNPH_148.region001,Polyketide,T3PKS,79.06307392,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M33,Barite_M33_B57,EJJBLPMI_141.region001,Other,arylpolyene,426.4718188,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B57,EJJBLPMI_255.region001,RiPP,RRE-containing,178.1276355,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B58,LMIOODIL_312.region001,RiPP,RiPP-like,1193.417176,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_110.region001,NRP,NRPS-like,930.0621456,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_241.region001,Terpene,Terpene generic,923.8820636,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_27.region001,Terpene,Terpene generic,488.109519,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_215.region001,Terpene,Terpene generic,344.9693453,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_163.region001,RiPP,lassopeptide,324.5936855,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_162.region001,Polyketide,hglE-KS,302.1668276,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_256.region001,NRP,NRP generic,231.4352409,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_111.region001,Polyketide,hglE-KS,188.7843272,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_262.region001,RiPP,RiPP-like,111.072358,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B58,LMIOODIL_32.region001,Terpene,Terpene generic,84.27590525,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
M33,Barite_M33_B6,LPIDFHMF_181.region001,Other,arylpolyene,185994.4411,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M33,Barite_M33_B6,LPIDFHMF_71.region001,RiPP,RiPP-like,1572.050007,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M33,Barite_M33_B6,LPIDFHMF_74.region001,Hybrid,acyl_amino_acids:betalactone,994.70694,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M33,Barite_M33_B6,LPIDFHMF_190.region001,RiPP,redox-cofactor,845.7834799,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M33,Barite_M33_B6,LPIDFHMF_211.region001,RiPP,RiPP-like,666.1729339,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M33,Barite_M33_B6,LPIDFHMF_151.region001,RiPP,RiPP-like,460.8141576,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
