Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M39,Aegir_M39_B160,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Poriferihabitantaceae;g__JAAELZ01;s__
M39,Aegir_M39_B161,2,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__
M39,Aegir_M39_B163,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__;s__
M39,Aegir_M39_B164,6,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__NORP324;s__
M39,Aegir_M39_B165,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__JANTGR01;s__
M39,Aegir_M39_B166,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M39,Aegir_M39_B167,2,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAJRVT01;s__
M39,Aegir_M39_B168,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-51;s__
M39,Aegir_M39_B169,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
M39,Aegir_M39_B17,3,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Persephonella_A;s__
M39,Aegir_M39_B170,1,Bacteria,Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,CAIOZA01,0,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__CAIOZA01;s__
M39,Aegir_M39_B171,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M39,Aegir_M39_B172,3,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,0,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__JAADFK01;s__
M39,Aegir_M39_B173,2,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,S016-54,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__S016-54;s__
M39,Aegir_M39_B174,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__
M39,Aegir_M39_B175,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Poriferihabitantaceae;g__;s__
M39,Aegir_M39_B176,0,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,SZUA-6,JALUUM01,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__SZUA-6;g__JALUUM01;s__
M39,Aegir_M39_B177,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__CAJXZP01;s__
M39,Aegir_M39_B178,6,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JBBDIB01;s__
M39,Aegir_M39_B179,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__S143-33;s__
M39,Aegir_M39_B18,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__JAADGE01;s__
M39,Aegir_M39_B180,3,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__B111-G9;s__
M39,Aegir_M39_B181,6,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__JAADHO01;s__
M39,Aegir_M39_B182,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter amoris
M39,Aegir_M39_B183,4,Bacteria,Desulfobacterota,JdFR-97,JdFR-97,JdFR-97,JdFR-97,0,d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__JdFR-97;g__JdFR-97;s__
M39,Aegir_M39_B184,1,Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,0,0,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__;s__
M39,Aegir_M39_B185,8,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,0,d__Bacteria;p__Zhuqueibacterota;c__JdFR-76;o__JdFR-76;f__DREG01;g__DREG01;s__
M39,Aegir_M39_B186,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__
M39,Aegir_M39_B187,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,QNZC01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__QNZC01;s__
M39,Aegir_M39_B188,10,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,0,0,d__Bacteria;p__Myxococcota;c__JAADFL01;o__JAADFL01;f__JAADFL01;g__;s__
M39,Aegir_M39_B189,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__
M39,Aegir_M39_B19,5,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,0,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__JAUUYL01;g__;s__
M39,Aegir_M39_B190,2,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UWMA-0217;f__UWMA-0217;g__JALSHZ01;s__
M39,Aegir_M39_B191,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
M39,Aegir_M39_B192,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__
M39,Aegir_M39_B193,1,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,0,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B69-G16;g__B69-G16;s__
M39,Aegir_M39_B194,6,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__
M39,Aegir_M39_B195,11,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfacyla;s__
M39,Aegir_M39_B196,9,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JALSRD01,JALSRD01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JALSRD01;g__JALSRD01;s__
M39,Aegir_M39_B197,0,Bacteria,Patescibacteriota,Gracilibacteria,UBA1369,LOWO2-01-FULL-3,JAACEU01,0,d__Bacteria;p__Patescibacteriota;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__JAACEU01;s__
M39,Aegir_M39_B198,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__
M39,Aegir_M39_B199,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M39,Aegir_M39_B2,4,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,S145-25,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__
M39,Aegir_M39_B20,18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__
M39,Aegir_M39_B21,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__;s__
M39,Aegir_M39_B22,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__
M39,Aegir_M39_B23,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__
M39,Aegir_M39_B24,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__
M39,Aegir_M39_B25,22,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,d__Bacteria;p__Planctomycetota;c__JADGBV01;o__JADGBV01;f__JADGBV01;g__;s__
M39,Aegir_M39_B26,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,JBDOIF01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__JBDOIF01;s__
M39,Aegir_M39_B27,2,Bacteria,WOR-3,Hydrothermia,JBDRYB01,JBDRYB01,0,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__JBDRYB01;f__JBDRYB01;g__;s__
M39,Aegir_M39_B28,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Aggregatilineaceae;g__;s__
M39,Aegir_M39_B29,9,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,0,d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__
M39,Aegir_M39_B3,3,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__S016-13;s__
M39,Aegir_M39_B30,3,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JAADDV01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__JAADDV01;s__
M39,Aegir_M39_B31,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__
M39,Aegir_M39_B32,4,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
M39,Aegir_M39_B33,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__
M39,Aegir_M39_B34,10,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,0,0,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__
M39,Aegir_M39_B35,5,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__CALJNB01;s__
M39,Aegir_M39_B36,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
M39,Aegir_M39_B37,0,Bacteria,Acidobacteriota,Aminicenantia,JAMOAD01,JAMOAD01,JAMOUT01,0,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__JAMOAD01;f__JAMOAD01;g__JAMOUT01;s__
M39,Aegir_M39_B38,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,B4-G1,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__B4-G1;s__
M39,Aegir_M39_B39,7,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,0,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__
M39,Aegir_M39_B4,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-22,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__
M39,Aegir_M39_B40,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__GCA-002770795;g__DRNA01;s__
M39,Aegir_M39_B41,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__
M39,Aegir_M39_B42,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__
M39,Aegir_M39_B43,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M39,Aegir_M39_B44,1,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,UBA3574,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3574;s__
M39,Aegir_M39_B45,1,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,G60ANME1,G60ANME1 sp025464325,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__G60ANME1;s__G60ANME1 sp025464325
M39,Aegir_M39_B46,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__
M39,Aegir_M39_B47,4,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAMOVQ01,0,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__JAMOVQ01;s__
M39,Aegir_M39_B48,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__
M39,Aegir_M39_B49,4,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,0,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__
M39,Aegir_M39_B5,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M39,Aegir_M39_B50,0,Bacteria,Zixibacteria,MSB-5A5,JAABVY01,JAHJOQ01,JAJRZO01,0,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__JAABVY01;f__JAHJOQ01;g__JAJRZO01;s__
M39,Aegir_M39_B51,2,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JALVZP01,0,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__JALVZP01;g__;s__
M39,Aegir_M39_B52,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__
M39,Aegir_M39_B53,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M39,Aegir_M39_B54,1,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,Methanoxibalbensis,0,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__Methanoxibalbensis;s__
M39,Aegir_M39_B55,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__
M39,Aegir_M39_B56,11,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDCJ01,JAOZPY01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAFDCJ01;g__JAOZPY01;s__
M39,Aegir_M39_B57,2,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,4484-219,4484-219,0,d__Bacteria;p__Zhuqueibacterota;c__JdFR-76;o__JdFR-76;f__4484-219;g__4484-219;s__
M39,Aegir_M39_B58,1,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,B18-G2,0,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__
M39,Aegir_M39_B59,0,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,B65-G9,0,d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__
M39,Aegir_M39_B6,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M39,Aegir_M39_B60,8,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,JALVPF01,0,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__JALVPF01;s__
M39,Aegir_M39_B61,0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,DRKF01,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Poriferisodalaceae;g__DRKF01;s__
M39,Aegir_M39_B62,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__
M39,Aegir_M39_B63,6,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0,d__Bacteria;p__Bacteroidota_A;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2746605;s__
M39,Aegir_M39_B64,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__JALWUZ01;s__
M39,Aegir_M39_B65,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__
M39,Aegir_M39_B66,0,Bacteria,Krumholzibacteriota,Krumholzibacteriia,LZORAL124-64-63,LZORAL124-64-63,JAHJTW01,0,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__LZORAL124-64-63;f__LZORAL124-64-63;g__JAHJTW01;s__
M39,Aegir_M39_B67,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M39,Aegir_M39_B68,2,Bacteria,Myxococcota,Polyangia,HGW-17,SLPX01,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__SLPX01;g__;s__
M39,Aegir_M39_B69,3,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__
M39,Aegir_M39_B7,4,Bacteria,Desulfobacterota,JACQYL01,JACQYL01,0,0,0,d__Bacteria;p__Desulfobacterota;c__JACQYL01;o__JACQYL01;f__;g__;s__
M39,Aegir_M39_B70,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__
M39,Aegir_M39_B71,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp021647585,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__QPIN01 sp021647585
M39,Aegir_M39_B72,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,UBA2108,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__UBA2108;s__
M39,Aegir_M39_B73,8,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__JACKEQ01;s__
M39,Aegir_M39_B74,2,Bacteria,WOR-3,Hydrothermia,JBDRYB01,JBDRYB01,0,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__JBDRYB01;f__JBDRYB01;g__;s__
M39,Aegir_M39_B75,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__;g__;s__
M39,Aegir_M39_B76,2,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,Hydrothermomicrobium,0,d__Bacteria;p__Zhuqueibacterota;c__Zhuqueibacteria;o__Residuimicrobiales;f__Krinioviventaceae;g__Hydrothermomicrobium;s__
M39,Aegir_M39_B77,3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,QNXT01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__QNXT01;s__
M39,Aegir_M39_B78,2,Bacteria,Krumholzibacteriota,Krumholzibacteriia,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,0,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__LZORAL124-64-63;f__LZORAL124-64-63;g__JAGRNP01;s__
M39,Aegir_M39_B79,2,Bacteria,Chloroflexota,Anaerolineae,JAFGEY01,JAFGEY01,BS750m-G44,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAFGEY01;f__JAFGEY01;g__BS750m-G44;s__
M39,Aegir_M39_B8,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__
M39,Aegir_M39_B80,0,Bacteria,Desulfobacterota,B13-G15,B13-G15,B13-G15,B13-G15,0,d__Bacteria;p__Desulfobacterota;c__B13-G15;o__B13-G15;f__B13-G15;g__B13-G15;s__
