Metagenome,MAG,BGC,class,Predicted product,Length (kb),Number of genes,Domain,Phylum,Class,Order,Family,Genus,Species
M33,Barite_M33_B83,GMKLPHPK_204.region001,RiPP,RiPP-like,11.22,13,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,QMVO01,QMVO01 sp025464645
M33,Barite_M33_B84,NNCPGNOM_195.region001,RiPP,RiPP-like,5.28,4,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0
M33,Barite_M33_B84,NNCPGNOM_24.region001,NRP,NRPS-like,7.94,5,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0
M33,Barite_M33_B85,CMOCHALP_161.region001,NRP,CDPS,9.26,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,0
M33,Barite_M33_B85,CMOCHALP_315.region001,Other,hydrogen-cyanide,4.3,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,0
M33,Barite_M33_B86,MNHPCHIE_23.region001,NRP,CDPS,20.64,25,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA1664,UBA1664,0
M33,Barite_M33_B87,BAIALBNB_118.region001,NRP,NRPS-like,29.3,24,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,0
M33,Barite_M33_B87,BAIALBNB_149.region001,Other,arylpolyene,13.84,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,0
M33,Barite_M33_B87,BAIALBNB_73.region001,RiPP,RiPP-like,10.24,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,0
M33,Barite_M33_B87,BAIALBNB_96.region001,RiPP,RiPP-like,10.85,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,0
M33,Barite_M33_B88,CDIGHOGO_114.region001,Other,hserlactone,20.64,17,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,0
M33,Barite_M33_B88,CDIGHOGO_160.region001,RiPP,RiPP-like,10.87,14,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,0
M33,Barite_M33_B88,CDIGHOGO_170.region001,Hybrid,NRPS-like:T1PKS,40.96,27,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,0
M33,Barite_M33_B88,CDIGHOGO_26.region001,RiPP,RiPP-like,6.63,7,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,0
M33,Barite_M33_B88,CDIGHOGO_61.region001,Terpene,Terpene generic,8.76,11,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,0
M33,Barite_M33_B89,EMEEGMFL_101.region001,NRP,NRP generic,3.87,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_105.region001,NRP,NRPS-like,2.36,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_118.region001,NRP,NRP generic,11.29,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_132.region001,NRP,NRP generic,2.09,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_139.region001,NRP,NRP generic,3.43,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_142.region001,NRP,NRP generic,3.25,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_195.region001,Polyketide,transAT-PKS-like,14.9,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_201.region001,Polyketide,T1PKS,2.45,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_209.region001,NRP,NRPS-like,15.07,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_215.region001,NRP,NRP generic,20.24,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_21.region001,NRP,NRP generic,25.68,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_223.region001,RiPP,RiPP-like,10.83,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_224.region001,NRP,NRP generic,4.56,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_227.region001,NRP,NRP generic,2.88,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_237.region001,NRP,NRPS-like,2.06,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_242.region001,NRP,NRP generic,12.54,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_245.region001,RiPP,RiPP-like,2.92,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_248.region001,NRP,NRPS-like,6.24,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_269.region001,NRP,NRP generic,13.77,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_279.region001,NRP,NRP generic,3.25,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_27.region001,RiPP,thioamitides,6.83,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_293.region001,Polyketide,transAT-PKS-like,4.91,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_297.region001,NRP,NRP generic,6.76,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_308.region001,Polyketide,transAT-PKS-like,8.41,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_318.region001,NRP,NRP generic,7.62,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_33.region001,NRP,NRP generic,3.77,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_352.region001,NRP,NRP generic,7.43,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_358.region001,Other,PUFA,18.49,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_36.region001,NRP,NRP generic,20,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_372.region001,NRP,NRP generic,4.44,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_375.region001,NRP,NRP generic,4.98,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_377.region001,NRP,NRP generic,4.11,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_383.region001,RiPP,RiPP-like,4.52,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_387.region001,NRP,NRP generic,2.68,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_399.region001,Polyketide,transAT-PKS-like,4.29,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_403.region001,NRP,NRP generic,3.73,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_414.region001,NRP,NRP generic,7.29,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_431.region001,NRP,NRP generic,5.38,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_447.region001,Other,acyl_amino_acids,9.03,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_454.region001,NRP,NRP generic,5.92,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_460.region001,RiPP,RRE-containing,11.86,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_462.region001,NRP,NRP generic,18.62,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_469.region001,RiPP,RiPP-like,5.81,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_46.region001,NRP,NRPS-like,10.95,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_483.region001,RiPP,RiPP-like,10.53,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_485.region001,NRP,NRP generic,2.78,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_487.region001,Polyketide,transAT-PKS-like,5.69,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_489.region001,NRP,NRP generic,7.24,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_496.region001,Polyketide,transAT-PKS-like,6,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_500.region001,Polyketide,transAT-PKS-like,3.56,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_503.region001,NRP,NRP generic,12.13,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_525.region001,Hybrid,hydrogen-cyanide:NRPS:transAT-PKS,65.21,28,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_532.region001,NRP,NRP generic,2.55,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_539.region001,NRP,NRP generic,7.52,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_543.region001,Hybrid,NRPS:T1PKS,14.81,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_547.region001,NRP,NRP generic,2.52,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_551.region001,NRP,NRP generic,8.59,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_557.region001,Hybrid,NRPS:T1PKS,14.5,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_559.region001,NRP,NRP generic,29.39,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_56.region001,NRP,NRP generic,4.04,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_597.region001,NRP,NRP generic,2.5,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_600.region001,Hybrid,NRPS-like:T1PKS,8.12,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_614.region001,NRP,NRP generic,3.34,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_617.region001,RiPP,RiPP-like,6.46,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_618.region001,NRP,NRP generic,2.22,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_634.region001,NRP,NRP generic,3.04,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_635.region001,NRP,NRP generic,15.37,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_637.region001,NRP,NRP generic,8.46,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_639.region001,NRP,NRP generic,2.85,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_647.region001,NRP,NRP generic,2.95,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_660.region001,NRP,NRPS-like,2.33,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_679.region001,NRP,NRP generic,3.71,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_702.region001,Other,hserlactone,8.44,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_706.region001,NRP,NRP generic,6.87,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_71.region001,NRP,NRPS-like,6.31,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_726.region001,Polyketide,transAT-PKS-like,4.38,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_733.region001,NRP,NRP generic,4.72,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_73.region001,NRP,NRP generic,6.92,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_747.region001,NRP,NRP generic,16.87,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_748.region001,NRP,NRPS-like,6.81,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_760.region001,NRP,NRP generic,8.43,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_763.region001,NRP,NRP generic,3.03,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_766.region001,Polyketide,transAT-PKS-like,3.05,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_767.region001,NRP,NRP generic,3.49,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_778.region001,NRP,NRP generic,2.81,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_786.region001,NRP,NRP generic,2.36,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_793.region001,NRP,NRP generic,5.75,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_801.region001,NRP,NRP generic,2.18,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_802.region001,NRP,NRPS-like,2.2,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_811.region001,NRP,NRP generic,5.37,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_832.region001,Polyketide,T1PKS,7.49,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_837.region001,Other,hserlactone,2.39,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_842.region001,NRP,NRP generic,3.81,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_854.region001,NRP,NRP generic,7.19,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_85.region001,NRP,NRP generic,7.7,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_863.region001,Polyketide,transAT-PKS-like,14.85,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_866.region001,NRP,NRP generic,7.71,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_874.region001,Polyketide,T1PKS,3.63,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_880.region001,NRP,NRP generic,2.45,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_885.region001,NRP,NRP generic,4.83,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_888.region001,Hybrid,NRPS:NRP-metallophore,14.74,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_889.region001,NRP,NRPS-like,5.59,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_892.region001,NRP,NRP generic,5.72,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_895.region001,Polyketide,T1PKS,7.36,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_902.region001,Polyketide,PKS-like,9.54,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_96.region001,NRP,NRP generic,9.93,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B89,EMEEGMFL_9.region001,Hybrid,PKS-like:T3PKS:transAT-PKS-like,11.97,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,0
M33,Barite_M33_B9,PAALKJOE_147.region001,Terpene,Terpene generic,8.55,7,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,0
M33,Barite_M33_B9,PAALKJOE_157.region001,RiPP,thiopeptide,8.06,5,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,0
M33,Barite_M33_B9,PAALKJOE_33.region001,RiPP,RiPP-like,6.13,6,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,0
M33,Barite_M33_B9,PAALKJOE_95.region001,RiPP,RiPP-like,4.45,5,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,0
M33,Barite_M33_B90,MDJGNOFL_226.region001,Other,phosphonate,6.37,6,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M33,Barite_M33_B91,PHOFCPCN_65.region001,RiPP,thiopeptide,11.2,14,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanogasteraceae,Methanogaster_B,0
M33,Barite_M33_B92,MHCCMMMN_215.region001,Other,arylpolyene,8.22,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M33,Barite_M33_B92,MHCCMMMN_217.region001,Other,betalactone,14.89,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M33,Barite_M33_B92,MHCCMMMN_30.region001,NRP,NRPS-like,12.1,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M33,Barite_M33_B92,MHCCMMMN_337.region001,NRP,NRPS-like,5.61,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M33,Barite_M33_B92,MHCCMMMN_325.region001,Terpene,Terpene generic,11.17,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M33,Barite_M33_B94,IEAPBGPM_228.region001,RiPP,RiPP-like,6.3,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0
M33,Barite_M33_B95,FMFMJIIM_130.region001,RiPP,RiPP-like,9.01,11,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1850,0
M33,Barite_M33_B95,FMFMJIIM_50.region001,Terpene,Terpene generic,2.15,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1850,0
M33,Barite_M33_B96,EGMJLMEO_151.region001,RiPP,RiPP-like,7.05,7,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA2136,UBA2136,0,0
M33,Barite_M33_B97,FAPGKHBG_142.region001,NRP,NRP generic,7.31,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
M33,Barite_M33_B97,FAPGKHBG_151.region001,NRP,NRP generic,2.71,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
M33,Barite_M33_B97,FAPGKHBG_171.region001,NRP,NRP generic,6.94,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
M33,Barite_M33_B97,FAPGKHBG_17.region001,NRP,NRP generic,9.19,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
M33,Barite_M33_B97,FAPGKHBG_206.region001,NRP,NRP generic,2.82,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
M33,Barite_M33_B97,FAPGKHBG_224.region001,Polyketide,transAT-PKS-like,5.97,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0
