genome_ID,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M39_B123,6,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
Aegir_M39_B124,0,Archaea,Thermoproteota,Nitrososphaeria_A,Caldarchaeales,Wolframiiraptoraceae,Benthortus,
Aegir_M39_B125,4,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,
Aegir_M39_B126,6,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
Aegir_M39_B127,3,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
Aegir_M39_B128,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
Aegir_M39_B129,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
Aegir_M39_B13,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M39_B130,3,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,,
Aegir_M39_B131,2,Bacteria,Armatimonadota,UBA5377,UBA5377,FEN-943,,
Aegir_M39_B132,1,Bacteria,Planctomycetota,B143-G9,B143-G9,B143-G9,B143-G9,
Aegir_M39_B133,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,QNZT01,
Aegir_M39_B134,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
Aegir_M39_B135,5,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,,
Aegir_M39_B136,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
Aegir_M39_B137,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M39_B138,5,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
Aegir_M39_B139,1,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
Aegir_M39_B14,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M39_B140,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M39_B141,4,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,,
Aegir_M39_B142,1,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
Aegir_M39_B143,9,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
Aegir_M39_B144,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
Aegir_M39_B145,8,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
Aegir_M39_B146,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B147,2,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
Aegir_M39_B148,1,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
Aegir_M39_B149,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
Aegir_M39_B15,6,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,
Aegir_M39_B150,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,
Aegir_M39_B151,3,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
Aegir_M39_B152,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M39_B153,5,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,,
Aegir_M39_B154,2,Bacteria,Krumholzibacteriota,Krumholzibacteria,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
Aegir_M39_B155,2,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
Aegir_M39_B156,1,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,JAGGXC01,JAGGXC01,
Aegir_M39_B157,0,Archaea,Thermoproteota,Nitrososphaeria_A,Caldarchaeales,Wolframiiraptoraceae,Wolframiiraptor,
Aegir_M39_B158,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B159,1,Bacteria,Planctomycetota,SZUA-567,JAFGGJ01,JAFGGJ01,,
Aegir_M39_B16,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
Aegir_M39_B160,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M39_B161,2,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M39_B163,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
Aegir_M39_B164,6,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
Aegir_M39_B165,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M39_B166,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B167,2,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
Aegir_M39_B168,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
Aegir_M39_B169,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Aegir_M39_B17,3,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,
Aegir_M39_B170,1,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,UBA2268,,
Aegir_M39_B171,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M39_B172,3,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
Aegir_M39_B173,2,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,S016-54,
Aegir_M39_B174,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B175,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M39_B176,0,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,SZUA-6,,
Aegir_M39_B177,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
Aegir_M39_B178,6,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,RBC036,
Aegir_M39_B179,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M39_B18,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
Aegir_M39_B180,3,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
Aegir_M39_B181,6,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
Aegir_M39_B182,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
Aegir_M39_B183,4,Bacteria,Desulfobacterota_F,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
Aegir_M39_B184,1,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,,
Aegir_M39_B185,8,Bacteria,JdFR-76,JdFR-76,JdFR-76,DREG01,DREG01,
Aegir_M39_B186,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B187,1,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,
Aegir_M39_B188,10,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
Aegir_M39_B189,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M39_B19,5,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAFGTH01,,
Aegir_M39_B190,2,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,,
Aegir_M39_B191,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M39_B192,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B193,1,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,
Aegir_M39_B194,6,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,,
Aegir_M39_B195,11,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
Aegir_M39_B196,9,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABRJ01,,
Aegir_M39_B197,0,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,LOWO2-01-FULL-3,JAACEU01,
Aegir_M39_B198,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
Aegir_M39_B199,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
Aegir_M39_B2,4,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,S145-25,
Aegir_M39_B20,18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,
Aegir_M39_B21,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,,
Aegir_M39_B22,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,
Aegir_M39_B23,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B24,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M39_B25,22,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
Aegir_M39_B26,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,SZUA-1492,
Aegir_M39_B27,2,Bacteria,WOR-3,Hydrothermia,,,,
Aegir_M39_B28,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,UBA2029,
Aegir_M39_B29,9,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
Aegir_M39_B3,3,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M39_B30,3,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JAADDV01,
Aegir_M39_B31,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
Aegir_M39_B32,4,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,,
Aegir_M39_B33,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,
Aegir_M39_B34,10,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,,
Aegir_M39_B35,5,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,,
Aegir_M39_B36,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M39_B37,0,Bacteria,Acidobacteriota,Aminicenantia,JAMOAD01,JAMOAD01,,
Aegir_M39_B38,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,B4-G1,
Aegir_M39_B39,7,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Aegir_M39_B4,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-22,
Aegir_M39_B40,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,GCA-002770795,DRNA01,
Aegir_M39_B41,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,
Aegir_M39_B42,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,
Aegir_M39_B43,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M39_B44,1,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,UBA3574,
Aegir_M39_B45,1,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,G60ANME1,
Aegir_M39_B46,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Aegir_M39_B47,4,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,,,
Aegir_M39_B48,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M39_B49,4,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Aegir_M39_B5,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B50,0,Bacteria,Zixibacteria,MSB-5A5,JAABVY01,JAHJOQ01,JAJRZO01,
Aegir_M39_B51,2,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,,
Aegir_M39_B52,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,
Aegir_M39_B53,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M39_B54,1,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JANPRD01,
Aegir_M39_B55,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B56,11,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDCJ01,,
Aegir_M39_B57,2,Bacteria,JdFR-76,JdFR-76,JdFR-76,4484-219,4484-219,
Aegir_M39_B58,1,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,B18-G2,
Aegir_M39_B59,0,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,B65-G9,
Aegir_M39_B6,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B60,8,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,,
Aegir_M39_B61,0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,TK06,DRKF01,
Aegir_M39_B62,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
Aegir_M39_B63,6,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,
Aegir_M39_B64,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,,
Aegir_M39_B65,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M39_B66,0,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAHJTW01,
Aegir_M39_B67,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B68,2,Bacteria,Myxococcota,Polyangia,HGW-17,SLPX01,,
Aegir_M39_B69,3,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,
Aegir_M39_B7,4,Bacteria,Desulfobacterota,JACQYL01,JACQYL01,,,
Aegir_M39_B70,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,
Aegir_M39_B71,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp021647585
Aegir_M39_B72,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,UBA2108,
Aegir_M39_B73,8,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
Aegir_M39_B74,2,Bacteria,WOR-3,Hydrothermia,,,,
Aegir_M39_B75,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
Aegir_M39_B76,2,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAADGR01,
Aegir_M39_B77,3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,QNXT01,
Aegir_M39_B78,2,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
Aegir_M39_B79,2,Bacteria,Chloroflexota,Anaerolineae,JAFGEY01,JAFGEY01,,
Aegir_M39_B8,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M39_B80,0,Bacteria,Desulfobacterota_F,B13-G15,B13-G15,B13-G15,B13-G15,
Aegir_M39_B81,2,Bacteria,Chloroflexota,Anaerolineae,SpSt-600,SpSt-600,HyVt-206,
Aegir_M39_B82,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,
Aegir_M39_B83,1,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
Aegir_M39_B84,2,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,
Aegir_M39_B85,0,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,WJLC01,
Aegir_M39_B86,0,Bacteria,WOR-3,Hydrothermia,B15-G9,DRBW01,,
Aegir_M39_B87,0,Bacteria,Patescibacteria,ABY1,UBA10025,JAHIVO01,,
Aegir_M39_B88,6,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,,
Aegir_M39_B89,1,Bacteria,Acidobacteriota,Aminicenantia,S016-38,S016-38,S016-38,
Aegir_M39_B9,1,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,,
Aegir_M39_B90,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,,
Aegir_M39_B91,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGZK01,
Aegir_M39_B92,6,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,S015-6,
Aegir_M39_B93,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M39_B94,2,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
Aegir_M39_B95,0,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,,
Aegir_M39_B96,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,
Aegir_M39_B97,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M39_B98,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDDL01,,
Aegir_M39_B99,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,,
Barite_M33_B1,1,Bacteria,Omnitrophota,Koll11,Tantalellales,Tantalellaceae,DAOVKF01,
Barite_M33_B10,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,JAHRVQ01,
Barite_M33_B100,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,,
Barite_M33_B101,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Barite_M33_B102,4,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
Barite_M33_B103,3,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,
Barite_M33_B104,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B105,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Barite_M33_B106,4,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,,,
Barite_M33_B107,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Barite_M33_B108,4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,
Barite_M33_B109,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,
Barite_M33_B11,0,Bacteria,Desulfobacterota,Anaeroferrophillalia,Anaeroferrophillales,Anaeroferrophillaceae,DQWO01,
Barite_M33_B110,5,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Barite_M33_B111,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
Barite_M33_B112,4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
Barite_M33_B113,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
Barite_M33_B114,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B115,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
Barite_M33_B12,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAAR01,
Barite_M33_B13,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiosymbion,
Barite_M33_B14,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Barite_M33_B15,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GCA-2733885,
Barite_M33_B16,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JAHQVV01,
Barite_M33_B17,2,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
Barite_M33_B18,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
Barite_M33_B19,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Barite_M33_B2,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B20,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
Barite_M33_B21,9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
Barite_M33_B22,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
Barite_M33_B23,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Barite_M33_B24,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,,
Barite_M33_B25,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,SXRF01,,
Barite_M33_B26,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
Barite_M33_B27,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,,
Barite_M33_B28,7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,
Barite_M33_B29,7,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B3,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_B,
Barite_M33_B30,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
Barite_M33_B31,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
Barite_M33_B32,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
Barite_M33_B33,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B34,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B35,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B36,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Barite_M33_B37,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
Barite_M33_B38,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
Barite_M33_B39,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,JAJFHR01,JAJFHR01,
Barite_M33_B4,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
Barite_M33_B40,2,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Botrimarina,
Barite_M33_B41,2,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Barite_M33_B42,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,JAJRYK01,
Barite_M33_B43,6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
Barite_M33_B44,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA5701,
Barite_M33_B45,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
Barite_M33_B46,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Barite_M33_B47,6,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B48,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
Barite_M33_B49,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,GCA-002726655,
Barite_M33_B5,7,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,
Barite_M33_B50,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,JAHRVQ01,
Barite_M33_B51,4,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,
Barite_M33_B52,5,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,
