source,target,source_metagenome,target_metagenome
INLLGIOK_44.region001,INLLGIOK_44.region001,M37,M37
IODIEGBO_93.region001,IODIEGBO_93.region001,M26,M26
IOIKAMCH_36.region001,IOIKAMCH_36.region001,M38,M38
IPACGEIK_1.region001,IPACGEIK_1.region001,M39,M39
IPAJDFGG_124.region001,IPAJDFGG_124.region001,M42,M42
IPAJDFGG_137.region001,IPAJDFGG_137.region001,M42,M42
IPAJDFGG_271.region001,IPAJDFGG_271.region001,M42,M42
IPAJDFGG_68.region001,IPAJDFGG_68.region001,M42,M42
IPAOHKCN_127.region001,IPAOHKCN_127.region001,M25,M25
IPAOHKCN_53.region001,IPAOHKCN_53.region001,M25,M25
IPCMLAMI_124.region001,IPCMLAMI_124.region001,M38,M38
IPCMLAMI_199.region001,IPCMLAMI_199.region001,M38,M38
IPGEANND_7.region001,IPGEANND_7.region001,M39,M39
IPGEANND_9.region001,IPGEANND_9.region001,M39,M39
IPKLMCOG_23.region001,IPKLMCOG_23.region001,M39,M39
IPOPAIFA_180.region001,IPOPAIFA_180.region001,M37,M37
IPOPAIFA_360.region001,IPOPAIFA_360.region001,M37,M37
IPPMKPGL_24.region001,LOKFDGEJ_76.region001,M25,M42
IPPMKPGL_24.region001,MIKMEDDN_77.region001,M25,M38
IPPMKPGL_24.region001,NEHKBEFE_102.region001,M25,M24
IPPMKPGL_94.region001,IPPMKPGL_94.region001,M25,M25
JAIACPEE_13.region001,JAIACPEE_13.region001,M25,M25
JBCKNOCK_1.region001,ONIHFDBF_122.region001,M25,M36
JBCKNOCK_1.region001,PDGCENIA_65.region001,M25,M38
JBCKNOCK_1.region001,NGEBLNKK_140.region001,M25,M37
JBCKNOCK_234.region001,ONIHFDBF_136.region001,M25,M36
JBFOKAIG_1.region001,JBFOKAIG_1.region001,M33,M33
JBFOKAIG_13.region001,JBFOKAIG_13.region001,M33,M33
JBFOKAIG_13.region002,JBFOKAIG_13.region002,M33,M33
JBHLLBPA_36.region001,JBHLLBPA_36.region001,M25,M25
JBPFJJCB_118.region001,JBPFJJCB_118.region001,M37,M37
JBPFJJCB_123.region001,JBPFJJCB_123.region001,M37,M37
JBPFJJCB_163.region001,JBPFJJCB_163.region001,M37,M37
JBPFJJCB_210.region001,JBPFJJCB_210.region001,M37,M37
JBPFJJCB_60.region001,JBPFJJCB_60.region001,M37,M37
JBPFJJCB_62.region001,JBPFJJCB_62.region001,M37,M37
JCAIBNCO_1044.region001,JCAIBNCO_1044.region001,M33,M33
JCAIBNCO_599.region001,JCAIBNCO_599.region001,M33,M33
JCAIBNCO_733.region001,JCAIBNCO_733.region001,M33,M33
JCAIBNCO_852.region001,JCAIBNCO_852.region001,M33,M33
JCAMHBNC_17.region001,JCAMHBNC_17.region001,M26,M26
JCDKLONH_167.region001,JCDKLONH_167.region001,M39,M39
JCDKLONH_37.region001,JCDKLONH_37.region001,M39,M39
JCKFNMMM_145.region001,JCKFNMMM_145.region001,M39,M39
JCKFNMMM_162.region001,JCKFNMMM_162.region001,M39,M39
JCKFNMMM_165.region001,JCKFNMMM_165.region001,M39,M39
JCKFNMMM_185.region001,JCKFNMMM_185.region001,M39,M39
JCKFNMMM_191.region001,JCKFNMMM_191.region001,M39,M39
JCKFNMMM_25.region001,JCKFNMMM_25.region001,M39,M39
JCKFNMMM_262.region001,JCKFNMMM_262.region001,M39,M39
JCKFNMMM_283.region001,JCKFNMMM_283.region001,M39,M39
JCKFNMMM_332.region001,JCKFNMMM_332.region001,M39,M39
JCKFNMMM_340.region001,JCKFNMMM_340.region001,M39,M39
JCMCOKNO_148.region001,JCMCOKNO_148.region001,M37,M37
JCMCOKNO_191.region001,NEILPPCH_323.region001,M37,M37
JCMCOKNO_287.region001,JCMCOKNO_287.region001,M37,M37
JCMCOKNO_475.region001,JCMCOKNO_475.region001,M37,M37
JCMCOKNO_484.region001,JCMCOKNO_484.region001,M37,M37
JCMCOKNO_648.region001,JCMCOKNO_648.region001,M37,M37
JDCEJJMN_122.region001,JDCEJJMN_122.region001,M42,M42
JDCEJJMN_242.region001,JDCEJJMN_242.region001,M42,M42
JDCEJJMN_311.region001,JDCEJJMN_311.region001,M42,M42
JDCEJJMN_359.region001,JDCEJJMN_359.region001,M42,M42
JDCEJJMN_360.region001,JDCEJJMN_360.region001,M42,M42
JDCEJJMN_46.region001,JDCEJJMN_46.region001,M42,M42
JDCFMPNP_167.region001,MJIPPEME_19.region001,M42,M25
JDCFMPNP_6.region001,MJIPPEME_47.region001,M42,M25
JDJMJEBK_133.region001,JDJMJEBK_133.region001,M24,M24
JDJMJEBK_135.region001,LKIEJCHL_517.region001,M24,M24
JDJMJEBK_66.region001,JDJMJEBK_66.region001,M24,M24
JDPKAENK_110.region001,JDPKAENK_110.region001,M25,M25
JECBHHKC_10.region001,JECBHHKC_10.region001,M24,M24
JEHDAJPF_122.region001,JEHDAJPF_122.region001,M33,M33
JEHDAJPF_36.region001,JEHDAJPF_36.region001,M33,M33
JEHDAJPF_54.region001,MHDDIMKH_109.region001,M33,M39
JEICAJEH_25.region001,JEICAJEH_25.region001,M39,M39
JEMMGIEH_106.region001,JEMMGIEH_106.region001,M38,M38
JFCMDGKC_107.region001,NNMJOBBE_227.region001,M39,M36
JFCMDGKC_195.region001,JFCMDGKC_195.region001,M39,M39
JFCMDGKC_252.region001,NNMJOBBE_392.region001,M39,M36
JFGKALPH_198.region001,KCAABIEO_135.region001,M24,M36
JFGKALPH_60.region001,KCAABIEO_245.region001,M24,M36
JFGKALPH_8.region001,KCAABIEO_7.region001,M24,M36
JFIMMOHC_129.region001,JFIMMOHC_129.region001,M26,M26
JFIMMOHC_85.region001,LPCKDOMF_14.region001,M26,M39
JFNMFPJL_107.region001,JFNMFPJL_107.region001,M37,M37
JFNMFPJL_198.region001,JFNMFPJL_198.region001,M37,M37
JFNMFPJL_283.region001,JFNMFPJL_283.region001,M37,M37
JFNMFPJL_86.region001,JFNMFPJL_86.region001,M37,M37
JFOHPMHI_81.region001,KBGDCNMJ_52.region001,M42,M25
JGAODFDO_11.region001,JGAODFDO_11.region001,M38,M38
JGAODFDO_32.region001,JGAODFDO_32.region001,M38,M38
JGAODFDO_8.region001,JGAODFDO_8.region001,M38,M38
JGCCPAEM_7.region001,LEIPLLPH_100.region001,M25,M39
JGCCPAEM_70.region001,LEIPLLPH_119.region001,M25,M39
JGCCPAEM_77.region001,LEIPLLPH_105.region001,M25,M39
JGCEHHJG_105.region001,JGCEHHJG_105.region001,M39,M39
JGCEHHJG_32.region001,JGCEHHJG_32.region001,M39,M39
JGCEHHJG_432.region001,JGCEHHJG_432.region001,M39,M39
JGCEHHJG_612.region001,JGCEHHJG_612.region001,M39,M39
JGCHBLFO_150.region001,JGCHBLFO_150.region001,M36,M36
JGCHBLFO_296.region001,JGCHBLFO_296.region001,M36,M36
JGCHBLFO_374.region001,JGCHBLFO_374.region001,M36,M36
JGCHBLFO_45.region001,PLADLNHJ_88.region001,M36,M42
JGCHBLFO_45.region001,NNIJCGEL_27.region001,M36,M33
JGCHBLFO_45.region001,NNPGLMIM_112.region001,M36,M25
JGCHBLFO_45.region001,JNBGNNLM_215.region001,M36,M39
JGFFHJOO_118.region001,JGFFHJOO_118.region001,M39,M39
JGLHPPGP_14.region001,JGLHPPGP_14.region001,M25,M25
JGNNONIO_152.region001,JGNNONIO_152.region001,M38,M38
JGNNONIO_49.region001,JGNNONIO_49.region001,M38,M38
JHHPGEIM_182.region001,JHHPGEIM_182.region001,M39,M39
JHHPGEIM_237.region001,JHHPGEIM_237.region001,M39,M39
JHHPGEIM_28.region001,JHHPGEIM_28.region001,M39,M39
JHHPGEIM_282.region001,JHHPGEIM_282.region001,M39,M39
JHHPGEIM_376.region001,JHHPGEIM_376.region001,M39,M39
JHHPGEIM_442.region001,JHHPGEIM_442.region001,M39,M39
JICMBPMM_115.region001,JICMBPMM_115.region001,M33,M33
JICMBPMM_2.region001,JICMBPMM_2.region001,M33,M33
JICMBPMM_201.region001,JICMBPMM_201.region001,M33,M33
JICMBPMM_213.region001,JICMBPMM_213.region001,M33,M33
JICMBPMM_39.region001,JICMBPMM_39.region001,M33,M33
JICMBPMM_48.region001,JICMBPMM_48.region001,M33,M33
JICMBPMM_6.region001,JICMBPMM_6.region001,M33,M33
JICMBPMM_86.region001,JICMBPMM_86.region001,M33,M33
JIPOEFDI_125.region001,JIPOEFDI_125.region001,M42,M42
JIPOEFDI_46.region001,JIPOEFDI_46.region001,M42,M42
JIPOEFDI_66.region001,JIPOEFDI_66.region001,M42,M42
JIPOEFDI_7.region001,JIPOEFDI_7.region001,M42,M42
JJBMJCOG_3.region001,JJBMJCOG_3.region001,M25,M25
JJBMJCOG_70.region001,JJBMJCOG_70.region001,M25,M25
JJGJHDOE_110.region001,JJGJHDOE_110.region001,M38,M38
JJGJHDOE_5.region001,JJGJHDOE_5.region001,M38,M38
JJGJHDOE_6.region001,JJGJHDOE_6.region001,M38,M38
JJGJHDOE_8.region001,JJGJHDOE_8.region001,M38,M38
JJMLPPNE_135.region001,JJMLPPNE_135.region001,M39,M39
JJMLPPNE_160.region001,JJMLPPNE_160.region001,M39,M39
JKANDIBI_105.region001,JKANDIBI_105.region001,M39,M39
JKANDIBI_129.region001,JKANDIBI_129.region001,M39,M39
JKANDIBI_16.region001,JKANDIBI_16.region001,M39,M39
JKANDIBI_276.region001,JKANDIBI_276.region001,M39,M39
JKANDIBI_5.region001,JKANDIBI_5.region001,M39,M39
JKANDIBI_61.region001,JKANDIBI_61.region001,M39,M39
JKPCDLON_8.region001,JKPCDLON_8.region001,M37,M37
JLHIKFCN_28.region001,JLHIKFCN_28.region001,M38,M38
JLHIKFCN_50.region001,JLHIKFCN_50.region001,M38,M38
JLHIKFCN_72.region001,JLHIKFCN_72.region001,M38,M38
JLHIKFCN_96.region001,JLHIKFCN_96.region001,M38,M38
JLLMDFFJ_140.region001,JLLMDFFJ_140.region001,M33,M33
JLLMDFFJ_331.region001,JLLMDFFJ_331.region001,M33,M33
JLMBNEBE_3.region001,JLMBNEBE_3.region001,M24,M24
JLMBNEBE_91.region001,JLMBNEBE_91.region001,M24,M24
JLMBNEBE_99.region001,JLMBNEBE_99.region001,M24,M24
JMJOGIFC_119.region001,JMJOGIFC_119.region001,M42,M42
JMMHIICP_3.region001,JMMHIICP_3.region001,M33,M33
JMMHIICP_88.region001,JMMHIICP_88.region001,M33,M33
JNBGNNLM_104.region001,JNBGNNLM_104.region001,M39,M39
JNBGNNLM_212.region001,JNBGNNLM_212.region001,M39,M39
JNBGNNLM_215.region001,NNIJCGEL_27.region001,M39,M33
JNBGNNLM_215.region001,NNPGLMIM_112.region001,M39,M25
JNBGNNLM_215.region001,LPIDFHMF_124.region001,M39,M33
JNBGNNLM_215.region001,PLADLNHJ_88.region001,M39,M42
JNBGNNLM_229.region001,MHCCPFAL_245.region001,M39,M39
JNBGNNLM_229.region001,OOCMFLME_185.region001,M39,M24
JNBGNNLM_229.region001,NIMPLCKH_193.region001,M39,M38
JNBGNNLM_315.region001,JNBGNNLM_315.region001,M39,M39
JNBGNNLM_361.region001,JNBGNNLM_361.region001,M39,M39
JNFBDKIP_106.region001,JNFBDKIP_106.region001,M37,M37
JNFBDKIP_20.region001,JNFBDKIP_20.region001,M37,M37
JNFBDKIP_230.region001,JNFBDKIP_230.region001,M37,M37
JNFBDKIP_407.region001,JNFBDKIP_407.region001,M37,M37
JNFBDKIP_581.region001,JNFBDKIP_581.region001,M37,M37
JNFBDKIP_707.region001,JNFBDKIP_707.region001,M37,M37
JNFGIEIN_107.region001,JNFGIEIN_107.region001,M38,M38
JNFGIEIN_4.region001,JNFGIEIN_4.region001,M38,M38
JNHAIHPN_149.region001,JNHAIHPN_149.region001,M39,M39
JNHAIHPN_165.region001,JNHAIHPN_165.region001,M39,M39
JNHAIHPN_184.region001,JNHAIHPN_184.region001,M39,M39
JNHAIHPN_4.region001,JNHAIHPN_4.region001,M39,M39
JNHAIHPN_96.region001,JNHAIHPN_96.region001,M39,M39
JNIPKFCK_94.region001,JNIPKFCK_94.region001,M38,M38
JNJEJPMG_296.region001,MENBPKOE_56.region001,M39,M25
JOELOLGC_46.region001,JOELOLGC_46.region001,M36,M36
JOGPFKKE_292.region001,JOGPFKKE_292.region001,M42,M42
JOGPFKKE_56.region001,JOGPFKKE_56.region001,M42,M42
KAEGOJLK_584.region001,KAEGOJLK_584.region001,M39,M39
KAPCIHNN_34.region001,KAPCIHNN_34.region001,M39,M39
KAPCIHNN_38.region001,KAPCIHNN_38.region001,M39,M39
KBDOEEDL_24.region001,KBDOEEDL_24.region001,M42,M42
KCHELPBI_10.region001,KCHELPBI_10.region001,M39,M39
KCHELPBI_228.region001,PEHBDAKJ_88.region001,M39,M38
KCIFPCKP_76.region001,KCIFPCKP_76.region001,M25,M25
KCLEFMIG_17.region001,NGIDNPEH_3.region001,M25,M39
KCLEFMIG_18.region001,NGIDNPEH_9.region001,M25,M39
KCLEFMIG_18.region002,NGIDNPEH_9.region002,M25,M39
KCLEFMIG_28.region001,NGIDNPEH_20.region001,M25,M39
KCLEFMIG_29.region001,NGIDNPEH_13.region001,M25,M39
KCLEFMIG_34.region001,NGIDNPEH_5.region001,M25,M39
KDFDCCFH_144.region001,KOFGBFOK_5.region001,M25,M24
KDFDCCFH_144.region001,OICIJIOO_58.region001,M25,M39
KDFDCCFH_161.region001,OICIJIOO_10.region001,M25,M39
KDFDCCFH_161.region001,KOFGBFOK_34.region001,M25,M24
KDFDCCFH_180.region001,KOFGBFOK_139.region001,M25,M24
KDFDCCFH_180.region001,OICIJIOO_39.region001,M25,M39
KDFDCCFH_185.region001,KOFGBFOK_7.region001,M25,M24
KDFDCCFH_185.region001,OICIJIOO_87.region001,M25,M39
KDFDCCFH_32.region001,KOFGBFOK_56.region001,M25,M24
KDFDCCFH_32.region001,OICIJIOO_28.region001,M25,M39
KDFDCCFH_46.region001,KOFGBFOK_123.region001,M25,M24
KDFDCCFH_46.region001,OICIJIOO_144.region001,M25,M39
KDLEJDLB_15.region001,KDLEJDLB_15.region001,M33,M33
KDNKGBAB_28.region001,KDNKGBAB_28.region001,M38,M38
KDPMIDBH_120.region001,KDPMIDBH_120.region001,M25,M25
KECNKLFF_9.region001,KECNKLFF_9.region001,M33,M33
KEGBFKGK_1.region001,KEGBFKGK_1.region001,M39,M39
KEGBFKGK_10.region001,KEGBFKGK_10.region001,M39,M39
KEGBFKGK_100.region001,KEGBFKGK_100.region001,M39,M39
KEGBFKGK_47.region001,KEGBFKGK_47.region001,M39,M39
KEGBFKGK_61.region001,KEGBFKGK_61.region001,M39,M39
KEGBFKGK_79.region001,KEGBFKGK_79.region001,M39,M39
KEGBFKGK_93.region001,KEGBFKGK_93.region001,M39,M39
KEIMIPLH_314.region001,MNNKNLIN_111.region001,M39,M25
KEIMIPLH_50.region001,KEIMIPLH_50.region001,M39,M39
KEOAAHCD_120.region001,KEOAAHCD_120.region001,M42,M42
KEOAAHCD_192.region001,KEOAAHCD_192.region001,M42,M42
KEOAAHCD_68.region001,KEOAAHCD_68.region001,M42,M42
KFCJGCLI_112.region001,KFCJGCLI_112.region001,M33,M33
KFHHGAEL_85.region001,LMPFGBPF_9.region001,M36,M38
KFOBHDBC_426.region001,KFOBHDBC_426.region001,M36,M36
KFOBHDBC_645.region001,KFOBHDBC_645.region001,M36,M36
KGMMKEAO_80.region001,KGMMKEAO_80.region001,M38,M38
KHHHKCJG_19.region001,PILMEDLM_183.region001,M38,M39
KHHHKCJG_249.region001,PILMEDLM_25.region001,M38,M39
KHHHKCJG_257.region001,PILMEDLM_80.region001,M38,M39
KIEHLOCK_177.region001,KIEHLOCK_177.region001,M36,M36
KIPJBGOE_56.region001,KIPJBGOE_56.region001,M25,M25
KJAMEGOG_257.region001,KJAMEGOG_257.region001,M38,M38
KJAMEGOG_470.region001,KJAMEGOG_470.region001,M38,M38
KJAMEGOG_641.region001,KJAMEGOG_641.region001,M38,M38
KKGMKDHN_10.region001,KKGMKDHN_10.region001,M42,M42
KKGMONJA_202.region001,KKGMONJA_202.region001,M24,M24
KKGMONJA_205.region001,KKGMONJA_205.region001,M24,M24
KKGMONJA_90.region001,KKGMONJA_90.region001,M24,M24
KKIHGFKI_59.region001,KKIHGFKI_59.region001,M26,M26
KKIHGFKI_84.region001,KKIHGFKI_84.region001,M26,M26
KKKAIPPD_1.region001,KKKAIPPD_1.region001,M42,M42
KKKAIPPD_1.region002,KPHMFJIM_11.region001,M42,M25
KKNDCODD_112.region001,KKNDCODD_112.region001,M24,M24
KKNDCODD_368.region001,KKNDCODD_368.region001,M24,M24
KKPGHLON_124.region001,KKPGHLON_124.region001,M39,M39
KKPGHLON_31.region001,KKPGHLON_31.region001,M39,M39
KLDNEJDF_26.region001,KLDNEJDF_26.region001,M36,M36
KLDNEJDF_28.region001,KLDNEJDF_28.region001,M36,M36
KLDNEJDF_34.region001,KLDNEJDF_34.region001,M36,M36
KLFLDMCD_174.region001,KLFLDMCD_174.region001,M25,M25
KLFLDMCD_176.region001,KLFLDMCD_176.region001,M25,M25
KLFLDMCD_203.region001,KLFLDMCD_203.region001,M25,M25
KLHMDHIO_145.region001,KLHMDHIO_145.region001,M33,M33
KLHMDHIO_22.region001,KLHMDHIO_22.region001,M33,M33
KLHMDHIO_24.region001,KLHMDHIO_24.region001,M33,M33
KLHMDHIO_59.region001,KLHMDHIO_59.region001,M33,M33
KLKHCHJP_124.region001,KLKHCHJP_124.region001,M42,M42
KLKHCHJP_22.region001,KLKHCHJP_22.region001,M42,M42
KMNIKALC_139.region001,KMNIKALC_139.region001,M38,M38
KMNIKALC_28.region001,KMNIKALC_28.region001,M38,M38
KMNIKALC_87.region001,KMNIKALC_87.region001,M38,M38
KMNIKALC_90.region001,KMNIKALC_90.region001,M38,M38
KNEBPPEI_12.region001,KNEBPPEI_12.region001,M42,M42
KNEBPPEI_16.region001,OPOHHODP_59.region001,M42,M25
KNEBPPEI_30.region001,OPOHHODP_15.region001,M42,M25
KNEBPPEI_36.region001,OPOHHODP_6.region001,M42,M25
KNEBPPEI_58.region001,KNEBPPEI_58.region001,M42,M42
KNEBPPEI_6.region001,KNEBPPEI_6.region001,M42,M42
KNEBPPEI_94.region001,OPOHHODP_22.region001,M42,M25
KNGHPBFF_123.region001,KNGHPBFF_123.region001,M39,M39
KNGHPBFF_13.region001,KNGHPBFF_13.region001,M39,M39
KNGHPBFF_139.region001,KNGHPBFF_139.region001,M39,M39
KNGHPBFF_204.region001,KNGHPBFF_204.region001,M39,M39
KNGHPBFF_228.region001,KNGHPBFF_228.region001,M39,M39
KNGHPBFF_250.region001,KNGHPBFF_250.region001,M39,M39
KNGHPBFF_308.region001,KNGHPBFF_308.region001,M39,M39
KNGHPBFF_318.region001,KNGHPBFF_318.region001,M39,M39
KNGHPBFF_333.region001,KNGHPBFF_333.region001,M39,M39
KNGHPBFF_356.region001,KNGHPBFF_356.region001,M39,M39
KNGHPBFF_375.region001,KNGHPBFF_375.region001,M39,M39
KNGHPBFF_385.region001,KNGHPBFF_385.region001,M39,M39
KNGHPBFF_415.region001,KNGHPBFF_415.region001,M39,M39
KNGHPBFF_475.region001,KNGHPBFF_475.region001,M39,M39
KNGHPBFF_508.region001,KNGHPBFF_508.region001,M39,M39
KNGHPBFF_550.region001,KNGHPBFF_550.region001,M39,M39
KNGHPBFF_90.region001,KNGHPBFF_90.region001,M39,M39
KOFGBFOK_123.region001,OICIJIOO_144.region001,M24,M39
KOFGBFOK_136.region001,KOFGBFOK_136.region001,M24,M24
KOFGBFOK_139.region001,OICIJIOO_39.region001,M24,M39
KOFGBFOK_34.region001,OICIJIOO_10.region001,M24,M39
KOFGBFOK_5.region001,OICIJIOO_58.region001,M24,M39
KOFGBFOK_56.region001,OICIJIOO_28.region001,M24,M39
KOFGBFOK_7.region001,OICIJIOO_87.region001,M24,M39
KOOHGOLM_203.region001,KOOHGOLM_203.region001,M36,M36
KOOHGOLM_225.region001,KOOHGOLM_225.region001,M36,M36
KPGNBPHH_28.region001,KPGNBPHH_28.region001,M39,M39
KPIBPLGM_15.region001,KPIBPLGM_15.region001,M33,M33
KPIBPLGM_265.region001,KPIBPLGM_265.region001,M33,M33
KPIBPLGM_272.region001,KPIBPLGM_272.region001,M33,M33
KPIBPLGM_289.region001,KPIBPLGM_289.region001,M33,M33
KPIBPLGM_307.region001,KPIBPLGM_307.region001,M33,M33
KPMAJJBN_117.region001,KPMAJJBN_117.region001,M38,M38
KPMAJJBN_153.region001,KPMAJJBN_153.region001,M38,M38
KPMAJJBN_164.region001,KPMAJJBN_164.region001,M38,M38
KPMAJJBN_198.region001,KPMAJJBN_198.region001,M38,M38
LAEAKBMI_163.region001,LAEAKBMI_163.region001,M39,M39
LAEAKBMI_422.region001,LAEAKBMI_422.region001,M39,M39
LAELCMDN_357.region001,LAELCMDN_357.region001,M24,M24
LAELCMDN_4.region001,LAELCMDN_4.region001,M24,M24
LAIPNIDF_293.region001,LAIPNIDF_293.region001,M25,M25
LAJLOBNE_120.region001,LAJLOBNE_120.region001,M37,M37
LAJLOBNE_247.region001,LAJLOBNE_247.region001,M37,M37
LAJLOBNE_324.region001,LAJLOBNE_324.region001,M37,M37
LAJLOBNE_363.region001,LAJLOBNE_363.region001,M37,M37
LALGEODK_2.region001,LALGEODK_2.region001,M42,M42
LALGEODK_26.region001,LALGEODK_26.region001,M42,M42
LALGEODK_29.region001,LALGEODK_29.region001,M42,M42
LAPKCFCO_118.region001,LAPKCFCO_118.region001,M36,M36
LAPKCFCO_24.region001,LAPKCFCO_24.region001,M36,M36
LAPKCFCO_69.region001,LAPKCFCO_69.region001,M36,M36
LBJGNDLM_86.region001,MONNEOAI_35.region001,M39,M25
LCJGCDAJ_109.region001,MMCIJMOE_79.region001,M39,M25
LCJGCDAJ_79.region001,LCJGCDAJ_79.region001,M39,M39
LCLGOFJB_213.region001,LCLGOFJB_213.region001,M25,M25
LDCPKHLH_297.region001,LDCPKHLH_297.region001,M36,M36
LDFDGFAA_173.region001,LDFDGFAA_173.region001,M39,M39
LDFDGFAA_224.region001,LDFDGFAA_224.region001,M39,M39
LDFDGFAA_24.region001,LDFDGFAA_24.region001,M39,M39
LDFDGFAA_263.region001,LDFDGFAA_263.region001,M39,M39
LDFDGFAA_640.region001,LDFDGFAA_640.region001,M39,M39
LDFDGFAA_706.region001,LDFDGFAA_706.region001,M39,M39
LDFDGFAA_71.region001,LDFDGFAA_71.region001,M39,M39
LDFDGFAA_732.region001,LDFDGFAA_732.region001,M39,M39
LFCNJEPG_1.region001,LFCNJEPG_1.region001,M33,M33
LFCNJEPG_12.region001,LFCNJEPG_12.region001,M33,M33
LFCNJEPG_12.region002,LFCNJEPG_12.region002,M33,M33
LFCNJEPG_4.region001,LFCNJEPG_4.region001,M33,M33
LFFIDLNF_133.region001,LFFIDLNF_133.region001,M33,M33
LFFIDLNF_83.region001,LFFIDLNF_83.region001,M33,M33
LFICFLKJ_140.region001,LFICFLKJ_140.region001,M24,M24
LFICFLKJ_159.region001,LFICFLKJ_159.region001,M24,M24
LFOILLGL_230.region001,LFOILLGL_230.region001,M25,M25
LFOILLGL_300.region001,LFOILLGL_300.region001,M25,M25
LGAOIKBH_10.region001,LGAOIKBH_10.region001,M42,M42
LGFNCOND_229.region001,LGFNCOND_229.region001,M39,M39
LGMPKPMI_11.region001,OAFPEDIB_67.region001,M25,M24
LHGBMGDM_138.region001,LHGBMGDM_138.region001,M37,M37
LHGBMGDM_390.region001,LHGBMGDM_390.region001,M37,M37
LHGKDENN_100.region001,LHGKDENN_100.region001,M33,M33
LHGLAGHD_14.region001,LHGLAGHD_14.region001,M24,M24
LHGLAGHD_19.region001,LHGLAGHD_19.region001,M24,M24
LHGLAGHD_27.region001,LHGLAGHD_27.region001,M24,M24
LHGLAGHD_31.region001,LHGLAGHD_31.region001,M24,M24
LHGLAGHD_31.region002,LHGLAGHD_31.region002,M24,M24
LHGLAGHD_58.region001,LHGLAGHD_58.region001,M24,M24
LIECIJKJ_120.region001,LIECIJKJ_120.region001,M26,M26
LIEFECIJ_14.region001,NLFFCBIA_76.region001,M24,M39
LIEFECIJ_31.region001,NLFFCBIA_4.region001,M24,M39
LIEFECIJ_32.region001,NLFFCBIA_2.region001,M24,M39
LIEFECIJ_5.region001,NLFFCBIA_54.region001,M24,M39
LIEFECIJ_65.region001,NLFFCBIA_11.region001,M24,M39
LIEFECIJ_66.region001,NLFFCBIA_47.region001,M24,M39
LIIILLNF_352.region001,LIIILLNF_352.region001,M25,M25
LIIILLNF_411.region001,LIIILLNF_411.region001,M25,M25
LIPJKAHJ_11.region001,LIPJKAHJ_11.region001,M39,M39
LIPJKAHJ_36.region001,OKNDCDBL_127.region001,M39,M25
LIPJKAHJ_36.region001,PPGIJDNA_82.region001,M39,M25
LJCEFEEB_135.region001,LJCEFEEB_135.region001,M42,M42
LJDOBCNF_117.region001,LJDOBCNF_117.region001,M25,M25
LKIEJCHL_188.region001,LKIEJCHL_188.region001,M24,M24
LKIEJCHL_352.region001,LKIEJCHL_352.region001,M24,M24
LKIEJCHL_469.region001,LKIEJCHL_469.region001,M24,M24
LKIEJCHL_511.region001,LKIEJCHL_511.region001,M24,M24
LKKEPBNP_44.region001,LKKEPBNP_44.region001,M24,M24
LKKEPBNP_92.region001,LKKEPBNP_92.region001,M24,M24
LKLMGDAM_249.region001,LKLMGDAM_249.region001,M39,M39
LKNDKLPM_155.region001,LKNDKLPM_155.region001,M36,M36
LKNDKLPM_173.region001,LKNDKLPM_173.region001,M36,M36
LKNDKLPM_299.region001,LKNDKLPM_299.region001,M36,M36
LKNDKLPM_314.region001,LKNDKLPM_314.region001,M36,M36
LKNDKLPM_364.region001,LKNDKLPM_364.region001,M36,M36
LKNDKLPM_402.region001,LKNDKLPM_402.region001,M36,M36
LKNDKLPM_509.region001,LKNDKLPM_509.region001,M36,M36
LKNDKLPM_524.region001,LKNDKLPM_524.region001,M36,M36
LLAKNECE_227.region001,LLAKNECE_227.region001,M42,M42
LLGBHINH_136.region001,LLGBHINH_136.region001,M33,M33
LLKGMAIK_200.region001,LLKGMAIK_200.region001,M39,M39
LMAEHAIC_52.region001,LMAEHAIC_52.region001,M25,M25
LMAEHAIC_7.region001,LMAEHAIC_7.region001,M25,M25
LMEHLNPI_309.region001,LMEHLNPI_309.region001,M37,M37
LMEHLNPI_646.region001,LMEHLNPI_646.region001,M37,M37
LMEHLNPI_730.region001,LMEHLNPI_730.region001,M37,M37
LMIOODIL_110.region001,LMIOODIL_110.region001,M33,M33
LMIOODIL_111.region001,LMIOODIL_111.region001,M33,M33
LMIOODIL_162.region001,LMIOODIL_162.region001,M33,M33
LMIOODIL_163.region001,LMIOODIL_163.region001,M33,M33
LMIOODIL_215.region001,LMIOODIL_215.region001,M33,M33
LMIOODIL_241.region001,LMIOODIL_241.region001,M33,M33
LMIOODIL_256.region001,LMIOODIL_256.region001,M33,M33
LMIOODIL_262.region001,LMIOODIL_262.region001,M33,M33
LMIOODIL_27.region001,LMIOODIL_27.region001,M33,M33
LMIOODIL_312.region001,LMIOODIL_312.region001,M33,M33
LMIOODIL_32.region001,LMIOODIL_32.region001,M33,M33
LMKJOADE_26.region001,LMKJOADE_26.region001,M38,M38
LMKJOADE_40.region001,LMKJOADE_40.region001,M38,M38
LMLAHAKG_71.region001,LMLAHAKG_71.region001,M42,M42
LMPFGBPF_127.region001,LMPFGBPF_127.region001,M38,M38
LMPFGBPF_136.region001,LMPFGBPF_136.region001,M38,M38
LNHIFBOF_48.region001,LNHIFBOF_48.region001,M42,M42
LNMAEBHA_185.region001,LNMAEBHA_185.region001,M24,M24
LNMAEBHA_188.region001,LNMAEBHA_188.region001,M24,M24
