genome_ID,M24,M25,M26,M36,M37,M38,M39,M33,M42,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M36_B30,0.022732574,0.011391108,0,0.17201439,0,0,0.046747707,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M36_B31,0.012226699,0.001271618,0,0.4243547,0.004380861,0,0.009846849,0.003572065,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,
Aegir_M36_B32,0.024983611,0.14534977,0,1.7436398,0.054863304,0.004575842,0.014602311,0.07782132,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M36_B33,0.065523334,0.021769663,0,1.4394474,0.003257151,0.03234016,0.13183191,0.006513599,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M36_B34,0.00152774,0.020789111,0,0.26351368,0,0,0.009873104,0,0,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
Aegir_M36_B35,0.014416188,0.000944655,0,0.05787422,0,0.019264558,0.05749779,0.000938398,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
Aegir_M36_B36,0,0.017185546,0,0.033286814,0,0.002068251,0.014765886,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,SZUA-1492,
Aegir_M36_B37,0,0.010037257,0,0.048332408,0,0,0.014255984,0,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JAFGMM01,,
Aegir_M36_B38,0.00963229,0,0,0.142643,0,0,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,
Aegir_M36_B39,0,0.004972514,0,0.11176113,0,0,0,0,0,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,,,
Aegir_M36_B4,0.005935119,0.006073176,0,0.034788925,0,0,0.03801133,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,
Aegir_M36_B40,0.16989097,0.010085592,0,0.476431,0.07246962,0.01487645,0.036847398,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M36_B41,0.4939444,0.1542558,0,5.4026556,0.19613706,0.022654098,2.196152,0.029127568,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M36_B42,0.08874369,0.002388127,0,0.47391513,0.07996831,0.007785963,0.20264868,0.02078976,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M36_B43,0.023459664,0.003340415,0,0.080196455,0,0,0.025992967,0,0,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,,
Aegir_M36_B44,0.13318415,0.046996538,0,0.6506627,0.00303022,0.00826826,0.15641688,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
Aegir_M36_B45,0.17880985,0,0,0.24848045,0,0,0.006121208,0.008984773,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,,
Aegir_M36_B46,0.008957768,0.006053702,0,0.46710306,0,0,0,0,0,Bacteria,Myxococcota,UBA727,UBA727,,,
Aegir_M36_B47,0,0,0,0.06574252,0,0,0,0.004414196,0,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,
Aegir_M36_B48,0.08700713,0.008343563,0.011957238,0.8377116,0.12094431,0.03519214,0.08714103,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M36_B49,0.10387792,0.012072767,0,0.041357927,0.035250712,0.029855356,0.26973248,0.04902812,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M36_B5,0.034444157,0.001259003,0,0.03834982,0,0,0.02796675,0,0,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,,
Aegir_M36_B50,0.55670714,0.001360519,0,1.3513169,0.016340971,0.005699739,0.1419882,0.006591747,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M36_B51,0.003496991,0.016297951,0,0.031777527,0,0.003045164,0.01747796,0,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,
Aegir_M36_B52,0.020833442,0.003294641,0,0.026065774,0.023775144,0.010009699,0.032456435,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M36_B53,0.5298981,0.011323618,0,0.25062853,0.06753939,0.005428785,0.007330476,0.11776244,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B54,0.057641085,0.014205958,0,0.1294938,0.11193086,0.012365924,0.63889724,0.010733357,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M36_B55,0,0.034185175,0.009775058,0.026734373,0,0.005215395,0.02557047,0,0.003018899,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,
Aegir_M36_B56,0.009151926,0.0207712,0,0.552085,0,0.002034534,0.09925545,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M36_B57,0.2525066,0.034035098,0.000801954,1.0564642,0.12410232,0.02329741,0.564316,0.003207379,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B58,0.00508355,0.008929049,0,0.024259565,0.036909062,0,0.024970517,0,0,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M36_B59,0.009106224,0.002193473,0,0.20491245,0.007839547,0.00213201,0.34994307,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M36_B6,0.026338309,0.002838964,0,0.28771532,0.007081717,0.007402132,0.18955414,0.014929019,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M36_B60,0.0059414,0.060115878,0,0.037027463,0,0.004896769,0.1279847,0.004459349,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,
Aegir_M36_B61,0.010034709,0.001167735,0,0.14108866,0,0,0.037587985,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,,
Aegir_M36_B62,0,0.004934289,0,0.1983101,0,0.001436999,0.00235626,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,UBA12170,
Aegir_M36_B63,0.03763569,0.001444738,0.24110456,0.14513625,0,0,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
Aegir_M36_B64,0.004633782,0.008695557,0,0.072012655,0,0,0.02917841,0,0,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
Aegir_M36_B65,0.006409332,0,0,0.11288118,0.036104348,0.023594122,0.033400554,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
Aegir_M36_B66,0,0.005213563,0,1.1312989,0.040674478,0.006419385,0.023046821,0.007747109,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M36_B67,0.01905034,0.003433652,0.001651253,0.055704653,0,0.025567174,0.006471558,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M36_B68,0,0.023600163,0.055498708,0.020151999,0,0,0.06492067,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M36_B69,0.024694532,0,0,0.77993417,0.015103253,0.002848091,0.01009167,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
Aegir_M36_B7,0.007360926,0.010160564,0.005537137,1.4857298,0,0.009270372,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M36_B70,0,0.0302927,0,0.021592041,0,0,0.03659098,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,,
Aegir_M36_B71,0.10538243,0.49097967,0.18375097,0.020170143,0,0,0.2313102,0,0.00656731,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
Aegir_M36_B72,0.006091304,0.004153382,0,0.067134306,0,0.003012999,0.05101091,0,0,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
Aegir_M36_B73,1.6464244,0,0,0.024744939,0,0.15452375,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M36_B8,0.005726541,0.002597309,0,0.0670168,0.008361205,0.005789191,0.03172763,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
Aegir_M36_B9,0.12937017,0.020170426,0,0.17282999,0.015083167,0.009985524,0.03765265,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B1,0.02164925,0.000917089,0,0,0.07052561,0.005648288,0.009603232,0.092446566,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
Aegir_M37_B10,0.049721442,0.02739549,0,0.43854007,0.59362215,0.002973491,0.008314896,0.22494648,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M37_B11,0,0,0,0,0.13876368,0,0,0,0,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
Aegir_M37_B12,0.2870639,0.1502601,0,1.3413595,0.38984108,0.013086942,1.0429269,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M37_B13,0,0,0,0,0.29066908,0,0,0.00094857,0,Bacteria,Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,,
Aegir_M37_B14,0.096786,0.016370423,0,0.03138625,0.15315004,0.007189566,0.038200337,0.011309137,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B15,0,0,0,0,0.08200306,0.00265992,0.001422699,0.001215418,0,Bacteria,PUNC01,PUNC01,PUNC01,PWXJ01,,
Aegir_M37_B16,0.052475218,0.001245982,0,0,0.080759384,0,0.010180235,0.07888586,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
Aegir_M37_B17,0.026056867,0.007726049,0,0,0.89302313,0.005525688,0.05992345,0.08596675,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B18,0,0,0,0,0.05654291,0,0,0.002510077,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,
Aegir_M37_B19,0,0,0,0,0.25150275,0,0.002033866,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
Aegir_M37_B2,0,0,0,0,0.082933836,0,0,0,0,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
Aegir_M37_B20,0,0,0,0,0.25650007,0,0,0,0,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA2193,,
Aegir_M37_B21,0,0,0,0,0.06447294,0.002000377,0.06037477,0.007518701,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
Aegir_M37_B22,0,0.001039298,0,0,0.13307123,0,0,0.02455735,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
Aegir_M37_B23,0,0.000915753,0,0.006071017,0.33280376,0.001819515,0.022071658,0.014933308,0,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
Aegir_M37_B24,0,0,0,0,0.11693353,0,0,0.004520075,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
Aegir_M37_B25,0.5361322,0.002064515,0,0.18382978,0.06452132,0.013380822,0.072910234,0.008434009,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M37_B26,0,0,0,0,0.28708336,0,0,0.000957316,0,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,SPBW01,
Aegir_M37_B27,0,0,0,0,0.073712446,0,0,0.001702777,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
Aegir_M37_B28,0,0,0,0,0.84871167,0,0.002614584,0.013649506,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,NaphS2,
Aegir_M37_B29,0.003209481,0,0,0,0.24773966,0,0,0.035346836,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M37_B3,0,0,0,0,0.16851012,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,,
Aegir_M37_B30,0,0,0,0,0.1603963,0,0,0.014834589,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
Aegir_M37_B31,0.00829951,0.001370949,0,0.007978183,0.21480675,0.007911178,0.011226425,0.003172522,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M37_B32,0,0,0,0,0.086591266,0,0,0.00456872,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
Aegir_M37_B33,0,0,0,0,0.08894175,0,0,0,0,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,UBA1369,,
Aegir_M37_B34,0,0,0,0,0.076779455,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SG8-4,PLanc-01,
Aegir_M37_B35,0.019344926,0.02721712,0,0,0.37682107,0.009805773,0.031802814,0.1680578,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M37_B36,0,0.006571712,0,0,0.19005434,0.009533006,0.035012763,0.09779019,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M37_B37,0,0,0,0,0.12511596,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,Lenti-01,
Aegir_M37_B38,0,0,0,0,0.24909623,0,0,0,0,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGNG01,JAFGNG01,
Aegir_M37_B39,0.008990916,0.001029923,0,0,0.0623727,0,0,0.017470224,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M37_B4,0.013769936,0.00731146,0,0.48380095,0.10072953,0.008082678,0.020694723,0.036950484,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M37_B40,0,0,0,0,0.62313735,0,0.00207173,0.003922081,0,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
Aegir_M37_B41,0.007168126,0.006787956,0,0.008507592,0.15007576,0.003514526,0.028277218,0.003797328,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
Aegir_M37_B42,0.10772053,0,0,0,0.20221281,0,0,0.004803357,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
Aegir_M37_B43,0.35235038,0.005166686,0,0.21583574,0.5601923,0.016352389,0.039529487,0.006001637,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M37_B44,0.05270201,0.005594336,0.00689802,0.4468192,0.11124368,0.025192944,0.05635246,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M37_B45,0,0,0,0,0.07309145,0,0.008210186,0.000969575,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,UBA2779,
Aegir_M37_B46,0,0.000851463,0,0,0.11698912,0,0,0.006838267,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M37_B47,0.14566109,0.004826405,0,0.029363453,0.12221512,0.013877593,0.011142769,0.0652016,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M37_B48,0,0,0,0,0.095725276,0,0,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,BS150m-G63,JAGLOT01,
Aegir_M37_B49,0,0,0,0,0.074862614,0,0,0,0,Bacteria,Spirochaetota,UBA4802,UBA4802,UBA5550,,
Aegir_M37_B5,0,0,0,0,0.10465849,0,0.003618649,0,0,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,,
Aegir_M37_B50,0.012278741,0.002558957,0,0,0.36808923,0.005827035,0.033469267,0.02925224,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
Aegir_M37_B51,0.013992281,0.0008153,0,0,0.10211899,0,0,0.014564191,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
Aegir_M37_B52,0,0,0,0.006752418,0.1619289,0.001783347,0.002417834,0.006568855,0,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,JAJRQE01,
Aegir_M37_B53,0.07679939,0.002305243,0,0.20220533,0.12191541,0.006730275,0.093190745,0.017917084,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M37_B54,0,0,0,0,0.18778275,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2711565,GCA-2711565,
Aegir_M37_B55,0,0,0,0,0.08180713,0,0,0,0,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
Aegir_M37_B56,0,0,0,0,0.15621209,0.001155814,0.00515722,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
Aegir_M37_B6,0.005762404,0.001078919,0,0,0.19993304,0,0,0.015016409,0,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
Aegir_M37_B7,0,0,0,0,0.07823861,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,,
Aegir_M37_B8,0.003844104,0.00604828,0,0.017167643,0.08732967,0,0.019881867,0,0,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M37_B9,0.26350707,0.011719313,0,0,0.6092312,0.009910242,0.10488124,0.030598216,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B1,0.03310582,0.007134394,0.014882087,0.004098225,0.03007517,1.0771042,0.015316105,0.002858341,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B10,0.012319075,0,0,0,0,0.040749937,0.009447349,0.007268434,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B100,0,0,0,0,0,0.048011012,0,0,0,Bacteria,Actinomycetota,CAJVYJ01,CAJVYJ01,,,
Aegir_M38_B101,0,0,0,0,0,0.9705592,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Kangiellaceae,GCA-002733465,
Aegir_M38_B102,0,0,0,0.025314163,0,0.06481548,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,,
Aegir_M38_B103,0,0,0,0,0,0.045536082,0,0,0,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
Aegir_M38_B104,0.002440135,0,0,0,0.005555935,0.16234787,0.009043052,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
Aegir_M38_B105,0,0,0,0,0,0.344383,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B106,0,0,0,0,0,0.04100588,0,0,0,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,QQUK01,
Aegir_M38_B107,0.007669401,0,0,0,0,0.10673743,0,0.006182268,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
Aegir_M38_B108,0.014613498,0,0,0,0,0.2617418,0,0.007682911,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M38_B109,0.006407126,0.001379623,0,0,0.013206578,0.6389824,0.008865535,0.0323757,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M38_B11,0.010956259,0,0,0,0,0.037499227,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,,,
Aegir_M38_B12,0.15201701,0.000915185,0,0,0,0.026879333,0,0.051481653,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B13,0,0,0,0,0,0.084606215,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
Aegir_M38_B14,0.025226256,0,0,0,0,0.039467197,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Ghiorsea,
Aegir_M38_B15,0.019734453,0,0,0,0,0.033660714,0,0,0,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
Aegir_M38_B16,0,0,0,0,0,0.06279349,0,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA583,UBA583,
Aegir_M38_B17,0,0,0,0,0,0.30204856,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,JAIOSF01,
Aegir_M38_B18,0.01168655,0.001813879,0,0.00368844,0.004917522,0.13013975,0.00529848,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B19,0,0,0,0,0,0.44038188,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,
Aegir_M38_B2,0,0,0,0,0,0.04985496,0,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA5972,
Aegir_M38_B20,0,0,0,0,0,0.041476633,0,0,0,Bacteria,Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,,
Aegir_M38_B21,0.26182586,0.014897381,0,0.02564458,0.037330814,0.18190564,0.16931628,0.07026044,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B22,0.011848536,0,0,0,0.009615942,0.2454961,0.005703257,0.10452713,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M38_B23,0.011524106,0.000927975,0,0.03652739,0,0.039299194,0.04833949,0.001007306,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
Aegir_M38_B24,0.20135088,0.001109834,0,0,0,0.030579302,0.001866884,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Kangiellaceae,GCA-002733465,
Aegir_M38_B25,0.029180588,0.002216045,0,0.011490188,0.014538011,0.038780108,0.002446643,0.004017026,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B26,0,0.001171614,0,0.010537439,0,0.43758377,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M38_B27,0.079589516,0.009210097,0,0.023158437,0.02967244,0.032592632,0.21223079,0.04074675,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M38_B28,0.021162588,0.000592537,0,0,0.003521344,0.057852104,0,0.03939324,0,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
Aegir_M38_B29,0,0,0,0,0.002757172,0.041771818,0,0,0,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
Aegir_M38_B3,0,0,0,0,0,0.04304894,0,0,0,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,,
Aegir_M38_B30,1.5940253,0,0,0.021679414,0,0.12236901,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M38_B31,0.17518395,0.001232642,0,0,0.026155835,0.27555177,0.006307457,0.11030444,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
Aegir_M38_B32,0.12579665,0.016866274,0,0.051269904,0.008588241,0.059888624,0.02382264,0.004324759,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B33,0,0,0,0,0,0.066784106,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
Aegir_M38_B34,0,0,0,0,0,0.37513313,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B35,0,0,0,0,0,0.03575309,0,0,0,Bacteria,Myxococcota,UBA9042,PWKZ01,PWKZ01,,
Aegir_M38_B36,0.016495371,0.001769037,0,0,0.002389838,0.22741601,0.004832202,0.00778753,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B37,0,0,0,0,0,0.50229627,0,0.011487027,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Aegir_M38_B38,0.01416187,0.001071277,0,0,0.00259888,0.63175917,0.003806376,0.009066963,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B39,0,0.001351656,0,0.002755223,0,0.03671733,0.089487925,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M38_B4,0,0,0,0,0,0.37505698,1.4335954,0.004524153,0,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,G60ANME1,
